DATE ADDED TO CATALOG,PUBMED ID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,PLATFORM [SNPS PASSING QC],ASSOCIATION COUNT,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY,SUBMISSION DATE,STATISTICAL MODEL,BACKGROUND TRAIT,MAPPED BACKGROUND TRAIT,MAPPED BACKGROUND TRAIT URI,COHORT,FULL SUMMARY STATISTICS,SUMMARY STATS LOCATION,category,selection_reason,kidney_trait_hits,comparator_trait_hits,summary_stats_available,summary_stats_location,sample_size_combined
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,Glycated haemoglobin (HbA1c),not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90827198,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827198,comparator,hba1c matched in DISEASE/TRAIT: Glycated haemoglobin (HbA1c),,hba1c,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827198,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Gout (GlobalBiobankMetaAnalysis codelist),not yet curated,not yet curated,Illumina [37710835],not yet curated,not yet curated,not yet curated,GCST90727958,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727958,comparator,gout matched in DISEASE/TRAIT: Gout (GlobalBiobankMetaAnalysis codelist),,gout,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727958,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Gout (ICD10 M10),not yet curated,not yet curated,Illumina [37711928],not yet curated,not yet curated,not yet curated,GCST90728236,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728236,comparator,gout matched in DISEASE/TRAIT: Gout (ICD10 M10),,gout,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728236,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Gout (MULTIPLY codelist),not yet curated,not yet curated,Illumina [37710835],not yet curated,not yet curated,not yet curated,GCST90727981,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727981,comparator,gout matched in DISEASE/TRAIT: Gout (MULTIPLY codelist),,gout,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727981,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Haemoglobin A1c (just mmol/L) - max,not yet curated,not yet curated,Illumina [37586140],not yet curated,not yet curated,not yet curated,GCST90727540,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727540,comparator,hba1c matched in DISEASE/TRAIT: Haemoglobin A1c (just mmol/L) - max,,hba1c,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727540,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Haemoglobin A1c (just mmol/L) - median,not yet curated,not yet curated,Illumina [37586140],not yet curated,not yet curated,not yet curated,GCST90727541,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727541,comparator,hba1c matched in DISEASE/TRAIT: Haemoglobin A1c (just mmol/L) - median,,hba1c,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727541,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Haemoglobin A1c (just mmol/L) - min,not yet curated,not yet curated,Illumina [37586140],not yet curated,not yet curated,not yet curated,GCST90727542,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727542,comparator,hba1c matched in DISEASE/TRAIT: Haemoglobin A1c (just mmol/L) - min,,hba1c,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727542,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Hypertension (MULTIPLY codelist),not yet curated,not yet curated,Illumina [37710835],not yet curated,not yet curated,not yet curated,GCST90728034,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728034,comparator,hypertension matched in DISEASE/TRAIT: Hypertension (MULTIPLY codelist),,hypertension,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728034,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Hypertension all types (MGH definition),not yet curated,not yet curated,Illumina [37710835],not yet curated,not yet curated,not yet curated,GCST90728030,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728030,comparator,hypertension matched in DISEASE/TRAIT: Hypertension all types (MGH definition),,hypertension,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728030,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Hypertension diagnosis (Quality and Outcomes Framework codes),not yet curated,not yet curated,Illumina [37710835],not yet curated,not yet curated,not yet curated,GCST90728458,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728458,comparator,hypertension matched in DISEASE/TRAIT: Hypertension diagnosis (Quality and Outcomes Framework codes),,hypertension,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728458,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,"Non-cancer illness code, self-reported; gout",not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90826070,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90826001-GCST90827000/GCST90826070,comparator,"gout matched in DISEASE/TRAIT: Non-cancer illness code, self-reported; gout",,gout,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90826001-GCST90827000/GCST90826070,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,"Non-cancer illness code, self-reported; hypertension",not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90826053,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90826001-GCST90827000/GCST90826053,comparator,"hypertension matched in DISEASE/TRAIT: Non-cancer illness code, self-reported; hypertension",,hypertension,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90826001-GCST90827000/GCST90826053,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Obesity (ICD10 E66),not yet curated,not yet curated,Illumina [37711928],not yet curated,not yet curated,not yet curated,GCST90727872,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727872,comparator,obesity matched in DISEASE/TRAIT: Obesity (ICD10 E66),,obesity,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727872,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Obesity (MULTIPLY codelist),not yet curated,not yet curated,Illumina [37710835],not yet curated,not yet curated,not yet curated,GCST90728401,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728401,comparator,obesity matched in DISEASE/TRAIT: Obesity (MULTIPLY codelist),,obesity,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728401,
not yet curated,not yet curated,Paolo A Lorenzini,not yet curated,not yet curated,https://doi.org/10.1101/2024.05.30.24307732,Multi-omics and Mendelian Randomization network analysis of the association between metabolic and cognitive functions in the UK Biobank Database,Systolic Blood Pressure,not yet curated,not yet curated,NR [577742],not yet curated,not yet curated,not yet curated,GCST90444296,Genome-wide genotyping array,2024-07-24,,,not yet curated,not yet curated,,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444296,comparator,systolic_blood_pressure matched in DISEASE/TRAIT: Systolic Blood Pressure,,systolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444296,
not yet curated,not yet curated,Paolo A Lorenzini,not yet curated,not yet curated,https://doi.org/10.1101/2024.05.30.24307732,Multi-omics and Mendelian Randomization network analysis of the association between metabolic and cognitive functions in the UK Biobank Database,Systolic Blood Pressure,not yet curated,not yet curated,NR [587951],not yet curated,not yet curated,not yet curated,GCST90444318,Genome-wide genotyping array,2024-07-24,,,not yet curated,not yet curated,,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444318,comparator,systolic_blood_pressure matched in DISEASE/TRAIT: Systolic Blood Pressure,,systolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444318,
not yet curated,not yet curated,Paolo A Lorenzini,not yet curated,not yet curated,https://doi.org/10.1101/2024.05.30.24307732,Multi-omics and Mendelian Randomization network analysis of the association between metabolic and cognitive functions in the UK Biobank Database,Systolic Blood Pressure,not yet curated,not yet curated,NR [591769],not yet curated,not yet curated,not yet curated,GCST90444339,Genome-wide genotyping array,2024-07-24,,,not yet curated,not yet curated,,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444339,comparator,systolic_blood_pressure matched in DISEASE/TRAIT: Systolic Blood Pressure,,systolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444339,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Systolic blood pressure - max,not yet curated,not yet curated,Illumina [37664153],not yet curated,not yet curated,not yet curated,GCST90727681,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727681,comparator,systolic_blood_pressure matched in DISEASE/TRAIT: Systolic blood pressure - max,,systolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727681,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Systolic blood pressure - median,not yet curated,not yet curated,Illumina [37664153],not yet curated,not yet curated,not yet curated,GCST90727682,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727682,comparator,systolic_blood_pressure matched in DISEASE/TRAIT: Systolic blood pressure - median,,systolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727682,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Systolic blood pressure - min,not yet curated,not yet curated,Illumina [37664153],not yet curated,not yet curated,not yet curated,GCST90727683,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727683,comparator,systolic_blood_pressure matched in DISEASE/TRAIT: Systolic blood pressure - min,,systolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727683,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,"Systolic blood pressure, automated reading",not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90827251,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827251,comparator,"systolic_blood_pressure matched in DISEASE/TRAIT: Systolic blood pressure, automated reading",,systolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827251,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Type 2 Diabetes (GenomicsPLC codelist),not yet curated,not yet curated,Illumina [37710835],not yet curated,not yet curated,not yet curated,GCST90727955,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727955,comparator,type2_diabetes matched in DISEASE/TRAIT: Type 2 Diabetes (GenomicsPLC codelist),,type2_diabetes,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727955,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Type 2 Diabetes (MULTIPLY codelist),not yet curated,not yet curated,Illumina [37710835],not yet curated,not yet curated,not yet curated,GCST90728496,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728496,comparator,type2_diabetes matched in DISEASE/TRAIT: Type 2 Diabetes (MULTIPLY codelist),,type2_diabetes,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728496,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Type 2 diabetes mellitus (ICD10 E11),not yet curated,not yet curated,Illumina [37711928],not yet curated,not yet curated,not yet curated,GCST90727860,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727860,comparator,type2_diabetes matched in DISEASE/TRAIT: Type 2 diabetes mellitus (ICD10 E11),,type2_diabetes,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727860,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,Urate,not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90827215,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827215,comparator,urate matched in DISEASE/TRAIT: Urate,,urate,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827215,
not yet curated,not yet curated,Nirav N Shah,not yet curated,not yet curated,https://doi.org/10.1101/2025.09.02.673402,Tractor Workflow Pipeline: A Scalable Nextflow Framework for Local Ancestry-Aware Genome-Wide Association Studies.,Urate (umol/L),not yet curated,not yet curated,NR [9935092],not yet curated,not yet curated,not yet curated,GCST90726485,Genome-wide genotyping array,2025-11-13,,,not yet curated,not yet curated,UKBB,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90726001-GCST90727000/GCST90726485,comparator,urate matched in DISEASE/TRAIT: Urate (umol/L),,urate,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90726001-GCST90727000/GCST90726485,
not yet curated,not yet curated,Nirav N Shah,not yet curated,not yet curated,https://doi.org/10.1101/2025.09.02.673402,Tractor Workflow Pipeline: A Scalable Nextflow Framework for Local Ancestry-Aware Genome-Wide Association Studies.,Urate (umol/L),not yet curated,not yet curated,NR [6985818],not yet curated,not yet curated,not yet curated,GCST90726486,Genome-wide genotyping array,2025-11-13,,,not yet curated,not yet curated,UKBB,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90726001-GCST90727000/GCST90726486,comparator,urate matched in DISEASE/TRAIT: Urate (umol/L),,urate,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90726001-GCST90727000/GCST90726486,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Urate - max,not yet curated,not yet curated,Illumina [23842712],not yet curated,not yet curated,not yet curated,GCST90727705,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727705,comparator,urate matched in DISEASE/TRAIT: Urate - max,,urate,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727705,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Urate - median,not yet curated,not yet curated,Illumina [23842712],not yet curated,not yet curated,not yet curated,GCST90727706,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727706,comparator,urate matched in DISEASE/TRAIT: Urate - median,,urate,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727706,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Urate - min,not yet curated,not yet curated,Illumina [23842712],not yet curated,not yet curated,not yet curated,GCST90727707,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727707,comparator,urate matched in DISEASE/TRAIT: Urate - min,,urate,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727707,
not yet curated,not yet curated,Nitin Kumar,not yet curated,not yet curated,,"Genetic variation in CCDC93 is associated with elevated central systolic blood pressure, impaired arterial relaxation, and mitochondrial dysfunction",central systolic blood pressure (cSBP),not yet curated,not yet curated,Illumina [282456],not yet curated,not yet curated,not yet curated,GCST90310252,Exome genotyping array,2024-01-30,Linear mixed model from EMMAX,,not yet curated,not yet curated,PUUMA,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90310001-GCST90311000/GCST90310252,comparator,systolic_blood_pressure matched in DISEASE/TRAIT: central systolic blood pressure (cSBP),,systolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90310001-GCST90311000/GCST90310252,
not yet curated,not yet curated,Nitin Kumar,not yet curated,not yet curated,,"Genetic variation in CCDC93 is associated with elevated central systolic blood pressure, impaired arterial relaxation, and mitochondrial dysfunction",diastolicblood pressure(DBP),not yet curated,not yet curated,Illumina [282456],not yet curated,not yet curated,not yet curated,GCST90310249,Exome genotyping array,2024-01-30,Linear mixed model from EMMAX,,not yet curated,not yet curated,PUUMA,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90310001-GCST90311000/GCST90310249,comparator,diastolic_blood_pressure matched in DISEASE/TRAIT: diastolicblood pressure(DBP),,diastolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90310001-GCST90311000/GCST90310249,
not yet curated,not yet curated,Lei Zhang,not yet curated,not yet curated,,A new robust and accurate two-sample Mendelian randomization method with a large number of genetic variants,hbA1c,not yet curated,not yet curated,Affymetrix [17387684],not yet curated,not yet curated,not yet curated,GCST90301210,Genome-wide genotyping array,2023-11-23,linear mixed model,,not yet curated,not yet curated,UKBB,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301210,comparator,hba1c matched in DISEASE/TRAIT: hbA1c,,hba1c,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301210,
not yet curated,not yet curated,Lei Zhang,not yet curated,not yet curated,,A new robust and accurate two-sample Mendelian randomization method with a large number of genetic variants,hbA1c,not yet curated,not yet curated,Affymetrix [17387684],not yet curated,not yet curated,not yet curated,GCST90301211,Genome-wide genotyping array,2023-11-23,linear mixed model,,not yet curated,not yet curated,UKBB,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301211,comparator,hba1c matched in DISEASE/TRAIT: hbA1c,,hba1c,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90301001-GCST90302000/GCST90301211,
not yet curated,not yet curated,Ben Omega Petrazzini,not yet curated,not yet curated,,Exome sequence analysis identifies rare coding variants associated with a machine learning-based marker for coronary artery disease.,in-silico score for coronary artery disease,not yet curated,not yet curated,NR [2738834],not yet curated,not yet curated,not yet curated,GCST90370243,Exome-wide sequencing,2024-03-27,,,not yet curated,not yet curated,UKBB|All of Us|BioMe,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90370001-GCST90371000/GCST90370243,comparator,cad_cvd matched in DISEASE/TRAIT: in-silico score for coronary artery disease,,cad_cvd,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90370001-GCST90371000/GCST90370243,
not yet curated,not yet curated,Ben Omega Petrazzini,not yet curated,not yet curated,,Exome sequence analysis identifies rare coding variants associated with a machine learning-based marker for coronary artery disease.,in-silico score for coronary artery disease,not yet curated,not yet curated,NR [2448237],not yet curated,not yet curated,not yet curated,GCST90370244,Exome-wide sequencing,2024-03-27,,,not yet curated,not yet curated,UKBB|All of Us|BioMe,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90370001-GCST90371000/GCST90370244,comparator,cad_cvd matched in DISEASE/TRAIT: in-silico score for coronary artery disease,,cad_cvd,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90370001-GCST90371000/GCST90370244,
not yet curated,not yet curated,Nitin Kumar,not yet curated,not yet curated,,"Genetic variation in CCDC93 is associated with elevated central systolic blood pressure, impaired arterial relaxation, and mitochondrial dysfunction",pulse pressure (PP),not yet curated,not yet curated,Illumina [282456],not yet curated,not yet curated,not yet curated,GCST90310251,Exome genotyping array,2024-01-30,Linear mixed model from EMMAX,,not yet curated,not yet curated,PUUMA,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90310001-GCST90311000/GCST90310251,comparator,pulse_pressure matched in DISEASE/TRAIT: pulse pressure (PP),,pulse_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90310001-GCST90311000/GCST90310251,
